"course_id","course_title","item_type","item_id","section","title","risk","requires_source_check","flags","source_path","review_status","reviewer","reviewed_at","source_notes","reviewer_notes","text"
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","medial-root-tear:teaching:3","cases","Medial Meniscal Root Tear","medium","yes","numeric-threshold-or-named-criterion","src/content/cases/index.ts","","","","","","Meniscal extrusion >3mm on coronal images is a secondary sign of root tear."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","medial-root-tear:teaching:4","cases","Medial Meniscal Root Tear","standard","no","","src/content/cases/index.ts","","","","","","Root tears are often missed — the posterior root attachment is a mandatory check area on every knee MRI."
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","medial-root-tear:step:1","cases","Medial Meniscal Root Tear · Verify & Orient","standard","no","","src/content/cases/index.ts","","","","","","Small joint effusion"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","medial-root-tear:step:2","cases","Medial Meniscal Root Tear · Bones & Marrow","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","Subchondral marrow edema medial femoral condyle | Subchondral edema medial tibial plateau | No subchondral fracture line"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","medial-root-tear:step:3","cases","Medial Meniscal Root Tear · Cartilage & Osteochondral","standard","no","","src/content/cases/index.ts","","","","","","Grade 2-3 chondral thinning medial compartment | Lateral and patellofemoral compartments preserved"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","medial-root-tear:step:4","cases","Medial Meniscal Root Tear · Menisci","medium","yes","numeric-threshold-or-named-criterion","src/content/cases/index.ts","","","","","","Posterior medial meniscal root tear (ghost meniscus sign) | Meniscal extrusion >3mm on coronal images | Lateral meniscus intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","medial-root-tear:step:5","cases","Medial Meniscal Root Tear · Ligaments","standard","no","","src/content/cases/index.ts","","","","","","All ligaments intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","medial-root-tear:step:6","cases","Medial Meniscal Root Tear · Extensor Mechanism","standard","no","","src/content/cases/index.ts","","","","","","Extensor mechanism intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","medial-root-tear:step:7","cases","Medial Meniscal Root Tear · Synovium/Bursae & Other","standard","no","","src/content/cases/index.ts","","","","","","No significant periarticular findings"
"knee-mri","UCLA Knee MRI Interpretation Course","case-summary","pcl-plc-dashboard","cases","PCL + PLC Dashboard Injury","standard","no","","src/content/cases/index.ts","","","","","","A 28-year-old presents after a motor vehicle accident with dashboard mechanism. There is posterior sag of the tibia on exam and posterolateral tenderness. | PCL tear | Posterolateral corner injury | Dashboard bone contusion pattern | pcl | plc | dashboard | multiligament | mva"
"knee-mri","UCLA Knee MRI Interpretation Course","case-model-report","pcl-plc-dashboard:report","cases","PCL + PLC Dashboard Injury model report","high","yes","report-language;high-risk-keyword","src/content/cases/index.ts","","","","","","PCL: Complete tear with abnormal signal intensity and loss of normal taut morphology. The ligament is thickened and lax.

Bones/Marrow: Dashboard contusion pattern — marrow edema at the anterior proximal tibia from the direct blow mechanism.

Posterolateral corner: Edema and partial tearing of the LCL. Abnormal signal in the popliteus tendon at its femoral origin. Disruption of the popliteofibular ligament and arcuate ligament complex.

Menisci: Medial and lateral menisci intact.

ACL: Intact. MCL: Intact.

Effusion: Moderate joint effusion. | 1. Complete PCL tear with dashboard contusion pattern (anterior tibial marrow edema).
2. Posterolateral corner injury involving the LCL, popliteus tendon, and popliteofibular ligament.
3. Combined PCL + PLC injury — surgical consultation recommended as untreated PLC injuries lead to graft failure.
4. ACL and MCL intact."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","pcl-plc-dashboard:teaching:1","cases","PCL + PLC Dashboard Injury","standard","no","","src/content/cases/index.ts","","","","","","The dashboard contusion pattern (anterior proximal tibia) results from a posteriorly directed force on the flexed knee — think PCL injury."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","pcl-plc-dashboard:teaching:2","cases","PCL + PLC Dashboard Injury","standard","no","","src/content/cases/index.ts","","","","","","PLC injuries are present in up to 60% of PCL ruptures — always evaluate the posterolateral corner when you see a PCL tear."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","pcl-plc-dashboard:teaching:3","cases","PCL + PLC Dashboard Injury","standard","no","","src/content/cases/index.ts","","","","","","PLC structures to evaluate: LCL, popliteus tendon, popliteofibular ligament, arcuate ligament, biceps femoris."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","pcl-plc-dashboard:teaching:4","cases","PCL + PLC Dashboard Injury","standard","no","","src/content/cases/index.ts","","","","","","Untreated PLC injuries are the #1 cause of ACL and PCL reconstruction graft failure."
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","pcl-plc-dashboard:step:1","cases","PCL + PLC Dashboard Injury · Verify & Orient","standard","no","","src/content/cases/index.ts","","","","","","Moderate joint effusion"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","pcl-plc-dashboard:step:2","cases","PCL + PLC Dashboard Injury · Bones & Marrow","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","Dashboard contusion: anterior proximal tibial marrow edema | No fracture"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","pcl-plc-dashboard:step:3","cases","PCL + PLC Dashboard Injury · Cartilage & Osteochondral","standard","no","","src/content/cases/index.ts","","","","","","Cartilage intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","pcl-plc-dashboard:step:4","cases","PCL + PLC Dashboard Injury · Menisci","standard","no","","src/content/cases/index.ts","","","","","","Medial and lateral menisci intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","pcl-plc-dashboard:step:5","cases","PCL + PLC Dashboard Injury · Ligaments","standard","no","","src/content/cases/index.ts","","","","","","Complete PCL tear | LCL partial tear | Popliteus tendon abnormal signal | Popliteofibular ligament disruption | ACL intact | MCL intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","pcl-plc-dashboard:step:6","cases","PCL + PLC Dashboard Injury · Extensor Mechanism","standard","no","","src/content/cases/index.ts","","","","","","Extensor mechanism intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","pcl-plc-dashboard:step:7","cases","PCL + PLC Dashboard Injury · Synovium/Bursae & Other","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","Posterolateral soft tissue edema | Evaluate popliteal fossa for vascular injury"
"knee-mri","UCLA Knee MRI Interpretation Course","case-summary","bucket-handle","cases","Bucket-Handle Meniscal Tear","standard","no","","src/content/cases/index.ts","","","","","","A 30-year-old presents with a locked knee after a twisting injury. The patient is unable to fully extend the knee. There is a moderate effusion and joint line tenderness. | Bucket-handle meniscal tear with displaced fragment | Double PCL sign | Donor site identification | meniscus | bucket-handle | locked-knee | displaced-fragment | mechanical-block"
"knee-mri","UCLA Knee MRI Interpretation Course","case-model-report","bucket-handle:report","cases","Bucket-Handle Meniscal Tear model report","standard","no","report-language","src/content/cases/index.ts","","","","","","Menisci: Bucket-handle tear of the medial meniscus. The displaced inner fragment is flipped into the intercondylar notch, lying anteroinferior to the PCL creating the ""double PCL sign"" on sagittal images. The donor site shows a truncated and blunted posterior horn (absent bow-tie sign on consecutive sagittal slices). The ""fragment in notch"" sign is present on coronal images.

ACL: Evaluate carefully — ACL tears coexist in a substantial minority of bucket-handle tears (reported ~10–50%, varying with medial vs lateral location and acuity).

Effusion: Moderate joint effusion.

Bones: No significant marrow edema. | 1. Bucket-handle tear of the medial meniscus with displaced fragment into the intercondylar notch.
2. Double PCL sign and absent bow-tie sign confirm the diagnosis.
3. Evaluate ACL integrity — commonly associated injury.
4. Mechanical block explains the locked knee presentation."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","bucket-handle:teaching:1","cases","Bucket-Handle Meniscal Tear","standard","no","","src/content/cases/index.ts","","","","","","The ""double PCL sign"" is highly specific for a MEDIAL-meniscus bucket-handle tear WHEN THE ACL IS INTACT — the intact ACL holds the flipped fragment beneath the PCL, mimicking a second PCL. If the ACL is torn the fragment is less constrained and may not lie in this position, so always confirm ACL integrity."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","bucket-handle:teaching:2","cases","Bucket-Handle Meniscal Tear","standard","no","","src/content/cases/index.ts","","","","","","The absent ""bow tie"" sign: normally you see 2 consecutive sagittal slices with a bow-tie shaped meniscal body. If fewer, suspect a bucket-handle tear."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","bucket-handle:teaching:3","cases","Bucket-Handle Meniscal Tear","standard","no","","src/content/cases/index.ts","","","","","","The ""fragment in notch"" sign on coronal images shows the displaced meniscal fragment in the intercondylar notch."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","bucket-handle:teaching:4","cases","Bucket-Handle Meniscal Tear","standard","no","","src/content/cases/index.ts","","","","","","Bucket-handle tears are the most common cause of a mechanically locked knee in young patients."
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","bucket-handle:step:1","cases","Bucket-Handle Meniscal Tear · Verify & Orient","standard","no","","src/content/cases/index.ts","","","","","","Moderate joint effusion"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","bucket-handle:step:2","cases","Bucket-Handle Meniscal Tear · Bones & Marrow","standard","no","","src/content/cases/index.ts","","","","","","May have pivot-shift contusions if associated ACL tear | Otherwise minimal bone edema"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","bucket-handle:step:3","cases","Bucket-Handle Meniscal Tear · Cartilage & Osteochondral","standard","no","","src/content/cases/index.ts","","","","","","No primary cartilage injury"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","bucket-handle:step:4","cases","Bucket-Handle Meniscal Tear · Menisci","standard","no","","src/content/cases/index.ts","","","","","","Displaced meniscal fragment in intercondylar notch | Double PCL sign on sagittal images | Absent bow-tie sign | Fragment in notch sign on coronal images | Identify donor site (truncated posterior horn)"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","bucket-handle:step:5","cases","Bucket-Handle Meniscal Tear · Ligaments","standard","no","","src/content/cases/index.ts","","","","","","Evaluate ACL — associated tear in a substantial minority (~10–50%, higher for lateral than medial bucket-handle tears) | PCL intact (but appears to have a ""companion"")"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","bucket-handle:step:6","cases","Bucket-Handle Meniscal Tear · Extensor Mechanism","standard","no","","src/content/cases/index.ts","","","","","","Intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","bucket-handle:step:7","cases","Bucket-Handle Meniscal Tear · Synovium/Bursae & Other","standard","no","","src/content/cases/index.ts","","","","","","No significant periarticular findings"
"knee-mri","UCLA Knee MRI Interpretation Course","case-summary","ocd-stability","cases","OCD Stability Assessment","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","A 16-year-old multi-sport athlete presents with activity-related medial knee pain for 4 months. Radiographs show an osteochondral lesion at the medial femoral condyle. Physes remain open. | Juvenile osteochondritis dissecans (OCD) | Stability assessment with juvenile-specific criteria | Possible loose body | ocd | cartilage | juvenile | stability | loose-body"
"knee-mri","UCLA Knee MRI Interpretation Course","case-model-report","ocd-stability:report","cases","OCD Stability Assessment model report","high","yes","report-language;high-risk-keyword;numeric-threshold-or-named-criterion","src/content/cases/index.ts","","","","","","Cartilage/Osteochondral: Well-defined osteochondral lesion at the classic location — lateral aspect of the medial femoral condyle. The fragment measures approximately 15 x 10 mm. High T2 signal rim surrounds the fragment, extending to the articular surface (rim sign). A thin line of fluid signal is seen between the fragment and the parent bone.

Stability assessment: The high signal rim sign and fluid between fragment and parent bone suggest instability. Evaluate for secondary signs: cyst-like lesions beneath the fragment, disruption of the overlying cartilage.

Bones: Open physes consistent with juvenile form.

Effusion: Small joint effusion. Evaluate for loose bodies in joint recesses. | 1. Juvenile OCD of the medial femoral condyle (classic location) with MRI signs suggesting instability.
2. Rim sign and fluid interface between fragment and parent bone — unstable fragment.
3. Open physes — juvenile form, which has better healing potential than adult OCD.
4. No definite loose body identified. Small effusion."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","ocd-stability:teaching:1","cases","OCD Stability Assessment","standard","no","","src/content/cases/index.ts","","","","","","Classic OCD location: lateral aspect of the medial femoral condyle (~70–80% of cases)."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","ocd-stability:teaching:2","cases","OCD Stability Assessment","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","Adult (De Smet) MRI instability criteria: (1) high-T2 rim at the fragment–parent-bone interface, (2) fluid (matching fluid signal) undercutting the fragment, (3) cyst-like lesions beneath the fragment, (4) a focal articular-cartilage breach. JUVENILE caveat: in skeletally immature patients the high-T2 rim alone is unreliable — it can be vascular granulation tissue in a STABLE lesion — and counts toward instability only when the high signal matches fluid intensity or a second low-signal line/secondary sign is present."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","ocd-stability:teaching:3","cases","OCD Stability Assessment","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","Juvenile OCD (open physes) has better healing potential than adult OCD — but unstable fragments still often need surgery."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","ocd-stability:teaching:4","cases","OCD Stability Assessment","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","Always measure the lesion size and report stability features — this directly drives surgical decision-making."
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","ocd-stability:step:1","cases","OCD Stability Assessment · Verify & Orient","standard","no","","src/content/cases/index.ts","","","","","","Small joint effusion | Search for loose bodies in all recesses"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","ocd-stability:step:2","cases","OCD Stability Assessment · Bones & Marrow","standard","no","","src/content/cases/index.ts","","","","","","OCD lesion at lateral aspect of MFC | Assess fragment size | Open physes (juvenile form) | Surrounding marrow edema"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","ocd-stability:step:3","cases","OCD Stability Assessment · Cartilage & Osteochondral","standard","no","","src/content/cases/index.ts","","","","","","Evaluate overlying cartilage integrity | Rim sign (high T2 signal around fragment) | Fluid between fragment and parent bone | Cyst-like lesions beneath fragment"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","ocd-stability:step:4","cases","OCD Stability Assessment · Menisci","standard","no","","src/content/cases/index.ts","","","","","","Menisci typically intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","ocd-stability:step:5","cases","OCD Stability Assessment · Ligaments","standard","no","","src/content/cases/index.ts","","","","","","All ligaments intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","ocd-stability:step:6","cases","OCD Stability Assessment · Extensor Mechanism","standard","no","","src/content/cases/index.ts","","","","","","Intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","ocd-stability:step:7","cases","OCD Stability Assessment · Synovium/Bursae & Other","standard","no","","src/content/cases/index.ts","","","","","","No significant periarticular findings"
"knee-mri","UCLA Knee MRI Interpretation Course","case-summary","sifk-sonk","cases","SIFK / SONK","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","A 68-year-old woman presents with sudden onset of severe medial knee pain without a specific traumatic event. She has difficulty bearing weight and exam reveals medial femoral condyle tenderness. | Subchondral insufficiency fracture of the knee (SIFK) | Subchondral fracture line | Associated meniscal pathology | sifk | sonk | insufficiency-fracture | marrow-edema | medial-compartment"
"knee-mri","UCLA Knee MRI Interpretation Course","case-model-report","sifk-sonk:report","cases","SIFK / SONK model report","high","yes","report-language;high-risk-keyword","src/content/cases/index.ts","","","","","","Bones/Marrow: Extensive marrow edema centered at the weight-bearing surface of the medial femoral condyle. A low signal subchondral fracture line is present on T1 and T2 sequences, running parallel to the articular surface. Early subchondral flattening/collapse may be present.

Cartilage: Overlying articular cartilage is relatively preserved at the medial femoral condyle — a key feature distinguishing early SIFK from primary osteoarthritis.

Menisci: Associated posterior medial meniscal root tear with meniscal extrusion — this is a common association with SIFK.

Ligaments: Intact.

Effusion: Small to moderate joint effusion. | 1. Subchondral insufficiency fracture of the medial femoral condyle (SIFK/SONK) with subchondral fracture line and extensive marrow edema.
2. Evaluate for early subchondral collapse which worsens prognosis.
3. Associated posterior medial meniscal root tear — common association that contributes to accelerated degeneration.
4. Differentiate from OCD (younger patients, different location) and AVN (different signal pattern)."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","sifk-sonk:teaching:1","cases","SIFK / SONK","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","SIFK (formerly SONK) is NOT true osteonecrosis — it is a subchondral insufficiency fracture that may progress to secondary osteonecrosis."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","sifk-sonk:teaching:2","cases","SIFK / SONK","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","The key MRI finding is a low-signal subchondral fracture line on T1, surrounded by extensive marrow edema."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","sifk-sonk:teaching:3","cases","SIFK / SONK","standard","no","","src/content/cases/index.ts","","","","","","SIFK is strongly associated with posterior medial meniscal root tears — always check the root."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","sifk-sonk:teaching:4","cases","SIFK / SONK","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","Differential diagnosis: OCD (younger; classically the lateral aspect of the medial femoral condyle), AVN (bilateral, multifocal), stress fracture (linear orientation)."
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","sifk-sonk:step:1","cases","SIFK / SONK · Verify & Orient","standard","no","","src/content/cases/index.ts","","","","","","Small to moderate effusion"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","sifk-sonk:step:2","cases","SIFK / SONK · Bones & Marrow","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","Extensive marrow edema medial femoral condyle | Subchondral fracture line (low T1 signal) | Assess for subchondral collapse/flattening"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","sifk-sonk:step:3","cases","SIFK / SONK · Cartilage & Osteochondral","standard","no","","src/content/cases/index.ts","","","","","","Overlying cartilage relatively preserved (distinguishes early SIFK from OA) | Assess for chondral fissuring/collapse"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","sifk-sonk:step:4","cases","SIFK / SONK · Menisci","standard","no","","src/content/cases/index.ts","","","","","","Check for posterior medial meniscal root tear | Meniscal extrusion measurement | This association is commonly present"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","sifk-sonk:step:5","cases","SIFK / SONK · Ligaments","standard","no","","src/content/cases/index.ts","","","","","","Ligaments intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","sifk-sonk:step:6","cases","SIFK / SONK · Extensor Mechanism","standard","no","","src/content/cases/index.ts","","","","","","Intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","sifk-sonk:step:7","cases","SIFK / SONK · Synovium/Bursae & Other","standard","no","","src/content/cases/index.ts","","","","","","No significant periarticular findings"
"knee-mri","UCLA Knee MRI Interpretation Course","case-summary","mcl-distal-avulsion","cases","MCL Distal Avulsion","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","A 25-year-old skier presents after a valgus injury to the knee. There is medial-sided swelling extending distally and tenderness along the distal MCL insertion. | Distal MCL avulsion (Stener-like lesion) | Deep MCL vs superficial MCL involvement | Possible associated medial meniscal injury | mcl | collateral | valgus | avulsion | skiing-injury"
"knee-mri","UCLA Knee MRI Interpretation Course","case-model-report","mcl-distal-avulsion:report","cases","MCL Distal Avulsion model report","high","yes","report-language;high-risk-keyword","src/content/cases/index.ts","","","","","","MCL: Complete tear of the distal superficial MCL with retraction and displacement superficial to the pes anserinus tendons (Stener-like lesion). The torn distal fibers are folded back upon themselves. Deep MCL (meniscotibial ligament) is also disrupted with fluid at the meniscocapsular junction.

Menisci: Peripheral tear at the posterior horn of the medial meniscus at the meniscocapsular junction (associated with deep MCL disruption).

Bones: Mild marrow edema at the medial tibial plateau. No fracture.

ACL/PCL/LCL: Intact.

Effusion: Moderate joint effusion with extensive medial soft tissue edema. | 1. Distal superficial MCL avulsion with Stener-like configuration (displaced superficial to pes anserinus) — this prevents healing and may require surgical repair.
2. Deep MCL (meniscotibial ligament) disruption.
3. Associated peripheral medial meniscal tear at meniscocapsular junction.
4. Cruciates and lateral structures intact."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","mcl-distal-avulsion:teaching:1","cases","MCL Distal Avulsion","standard","no","","src/content/cases/index.ts","","","","","","A Stener-like lesion of the MCL occurs when the torn distal superficial MCL is displaced superficial to the pes anserinus — this prevents healing."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","mcl-distal-avulsion:teaching:2","cases","MCL Distal Avulsion","standard","no","","src/content/cases/index.ts","","","","","","Always differentiate superficial MCL from deep MCL (meniscotibial/meniscofemoral ligaments) — deep MCL injuries affect meniscal stability."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","mcl-distal-avulsion:teaching:3","cases","MCL Distal Avulsion","standard","no","","src/content/cases/index.ts","","","","","","MCL injuries are graded 1-3: Grade 1 (edema, intact fibers), Grade 2 (partial tear), Grade 3 (complete disruption)."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","mcl-distal-avulsion:teaching:4","cases","MCL Distal Avulsion","standard","no","","src/content/cases/index.ts","","","","","","Peripheral medial meniscal / meniscocapsular injury can accompany an MCL tear, because the deep MCL attaches to the meniscus (meniscofemoral and meniscotibial portions). Note: the eponymous ""ramp lesion"" of the posteromedial meniscocapsular junction is classically associated with ACL tears, not isolated MCL injury."
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","mcl-distal-avulsion:step:1","cases","MCL Distal Avulsion · Verify & Orient","standard","no","","src/content/cases/index.ts","","","","","","Moderate effusion | Extensive medial soft tissue edema"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","mcl-distal-avulsion:step:2","cases","MCL Distal Avulsion · Bones & Marrow","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","Mild medial tibial marrow edema | No fracture"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","mcl-distal-avulsion:step:3","cases","MCL Distal Avulsion · Cartilage & Osteochondral","standard","no","","src/content/cases/index.ts","","","","","","Cartilage intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","mcl-distal-avulsion:step:4","cases","MCL Distal Avulsion · Menisci","standard","no","","src/content/cases/index.ts","","","","","","Peripheral medial meniscal tear at meniscocapsular junction | Deep MCL disruption at meniscotibial level"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","mcl-distal-avulsion:step:5","cases","MCL Distal Avulsion · Ligaments","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","Distal superficial MCL complete tear | Stener-like configuration (displaced over pes anserinus) | Deep MCL disruption | ACL, PCL, LCL intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","mcl-distal-avulsion:step:6","cases","MCL Distal Avulsion · Extensor Mechanism","standard","no","","src/content/cases/index.ts","","","","","","Intact"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","mcl-distal-avulsion:step:7","cases","MCL Distal Avulsion · Synovium/Bursae & Other","standard","no","","src/content/cases/index.ts","","","","","","Pes anserinus tendons — MCL displaced superficial to them | Medial subcutaneous edema"
"knee-mri","UCLA Knee MRI Interpretation Course","case-summary","multiligament","cases","Multiligament Knee Injury","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","A 35-year-old motorcyclist presents after a high-energy accident with gross knee instability. Clinical exam suggests multiplanar laxity and the vascular status is being monitored. | Knee dislocation (ACL + PCL tears) | Posterolateral corner disruption | Possible popliteal artery injury | Multiple meniscal and chondral injuries | multiligament | dislocation | acl | pcl | plc | vascular | high-energy"
"knee-mri","UCLA Knee MRI Interpretation Course","case-model-report","multiligament:report","cases","Multiligament Knee Injury model report","high","yes","report-language;high-risk-keyword","src/content/cases/index.ts","","","","","","ACL: Complete tear with full discontinuity.

PCL: Complete tear — thickened, lax, with abnormal signal throughout.

Posterolateral corner: Complete disruption of the LCL, popliteus tendon, and popliteofibular ligament. Biceps femoris tendon edema.

MCL: High-grade partial tear.

Menisci: Complex tear of the medial meniscus posterior horn. Lateral meniscus body tear.

Bones: Diffuse marrow edema medially and laterally. Possible periarticular fracture fragments.

Cartilage: Multiple chondral injuries.

Vascular: Evaluate for popliteal artery injury — signal abnormality in the popliteal fossa.

Effusion: Large hemarthrosis. | 1. Knee dislocation pattern with bicruciate tear (ACL + PCL).
2. Posterolateral corner disruption (LCL, popliteus, popliteofibular ligament).
3. MCL high-grade partial tear — this is a KD-IV multiligament knee injury (both cruciates plus both collaterals; the medial-side injury places it beyond KD-IIIL, which requires an intact MCL).
4. Multiple meniscal and chondral injuries.
5. CRITICAL: Recommend urgent vascular assessment of the popliteal artery if not already performed."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","multiligament:teaching:1","cases","Multiligament Knee Injury","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","A knee dislocation is defined by bicruciate injury (ACL + PCL) regardless of whether the knee is currently reduced."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","multiligament:teaching:2","cases","Multiligament Knee Injury","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","The Schenck (KD) classification: KD-I (single cruciate torn — ACL or PCL — with the other cruciate intact; ± collateral), KD-II (both cruciates, collaterals intact), KD-III (both cruciates + one collateral; IIIM = medial, IIIL = lateral), KD-IV (both cruciates + both collaterals), KD-V (fracture-dislocation)."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","multiligament:teaching:3","cases","Multiligament Knee Injury","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","Popliteal artery injury can be occult in knee dislocation — urgent vascular assessment is required; CTA/MRA is appropriate when pulses, ABI, or clinical findings are abnormal or equivocal."
"knee-mri","UCLA Knee MRI Interpretation Course","case-teaching-point","multiligament:teaching:4","cases","Multiligament Knee Injury","standard","no","","src/content/cases/index.ts","","","","","","Report every structure systematically — missing a PLC injury in a multiligament knee leads to graft failure."
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","multiligament:step:1","cases","Multiligament Knee Injury · Verify & Orient","standard","no","","src/content/cases/index.ts","","","","","","Large hemarthrosis | Possible lipohemarthrosis"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","multiligament:step:2","cases","Multiligament Knee Injury · Bones & Marrow","standard","no","","src/content/cases/index.ts","","","","","","Diffuse marrow edema medially and laterally | Evaluate for periarticular fractures | Assess tibial eminence"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","multiligament:step:3","cases","Multiligament Knee Injury · Cartilage & Osteochondral","standard","no","","src/content/cases/index.ts","","","","","","Multiple chondral injuries likely | Osteochondral fragments possible"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","multiligament:step:4","cases","Multiligament Knee Injury · Menisci","standard","no","","src/content/cases/index.ts","","","","","","Medial and lateral meniscal tears likely | Complex tear patterns"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","multiligament:step:5","cases","Multiligament Knee Injury · Ligaments","high","yes","high-risk-keyword","src/content/cases/index.ts","","","","","","ACL complete tear | PCL complete tear | LCL tear (PLC disruption) | Popliteus and popliteofibular ligament disruption | MCL tear — grade it"
"knee-mri","UCLA Knee MRI Interpretation Course","case-search-finding","multiligament:step:6","cases","Multiligament Knee Injury · Extensor Mechanism","standard","no","","src/content/cases/index.ts","","","","","","Evaluate for associated extensor mechanism injury"
